612	chr1	3601847	3602066	CpG: 27	219	27	167	24.7	76.3	0.86
613	chr1	3741152	3742379	CpG: 131	1227	131	861	21.4	70.2	0.87
619	chr1	4561924	4563896	CpG: 158	1972	158	1240	16	62.9	0.81
619	chr1	4567170	4567831	CpG: 47	661	47	393	14.2	59.5	0.81
620	chr1	4641864	4642298	CpG: 44	434	44	265	20.3	61.1	1.09
621	chr1	4759407	4759620	CpG: 24	213	24	149	22.5	70	0.96
622	chr1	4855599	4856037	CpG: 49	438	49	289	22.4	66	1.04
622	chr1	4877782	4878326	CpG: 74	544	74	379	27.2	69.7	1.12
622	chr1	4927688	4928595	CpG: 76	907	76	520	16.8	57.3	1.02
623	chr1	5088780	5089934	CpG: 77	1154	77	714	13.3	61.9	0.71
624	chr1	5153262	5153581	CpG: 35	319	35	224	21.9	70.2	0.9
630	chr1	5986647	5987693	CpG: 82	1046	82	626	15.7	59.8	0.88
632	chr1	6284654	6285556	CpG: 107	902	107	645	23.7	71.5	0.93
634	chr1	6453040	6453321	CpG: 35	281	35	200	24.9	71.2	0.99
634	chr1	6511424	6511836	CpG: 44	412	44	240	21.4	58.3	1.26
639	chr1	7158715	7159495	CpG: 85	780	85	540	21.8	69.2	0.91
641	chr1	7467970	7468818	CpG: 59	848	59	505	13.9	59.6	0.79
656	chr1	9369440	9370245	CpG: 61	805	61	512	15.2	63.6	0.76
658	chr1	9615494	9616493	CpG: 97	999	97	666	19.4	66.7	0.87
659	chr1	9770010	9771106	CpG: 97	1096	97	675	17.7	61.6	0.94
659	chr1	9817785	9818870	CpG: 87	1085	87	593	16	54.7	1.07
660	chr1	9868046	9868877	CpG: 112	831	112	554	27	66.7	1.21
660	chr1	9918466	9918755	CpG: 34	289	34	209	23.5	72.3	0.93
661	chr1	10014010	10014421	CpG: 46	411	46	277	22.4	67.4	1
661	chr1	10037343	10038555	CpG: 114	1212	114	727	18.8	60	1.05
662	chr1	10108175	10108440	CpG: 31	265	31	167	23.4	63	1.21
662	chr1	10109872	10110504	CpG: 74	632	74	471	23.4	74.5	0.87
663	chr1	10302368	10303653	CpG: 143	1285	143	828	22.3	64.4	1.08
667	chr1	10875523	10876109	CpG: 45	586	45	371	15.4	63.3	0.77
669	chr1	11063710	11064229	CpG: 61	519	61	352	23.5	67.8	1.02
672	chr1	11484284	11484689	CpG: 44	405	44	283	21.7	69.9	0.89
684	chr1	13060942	13061424	CpG: 34	482	34	307	14.1	63.7	0.7
684	chr1	13061709	13063008	CpG: 99	1299	99	737	15.2	56.7	0.95
684	chr1	13066446	13066659	CpG: 16	213	16	129	15	60.6	0.82
685	chr1	13196522	13196893	CpG: 30	371	30	238	16.2	64.2	0.79
687	chr1	13442970	13445018	CpG: 214	2048	214	1413	20.9	69	0.88
689	chr1	13659386	13660401	CpG: 103	1015	103	604	20.3	59.5	1.15
689	chr1	13730455	13730956	CpG: 49	501	49	344	19.6	68.7	0.83
694	chr1	14379971	14380260	CpG: 35	289	35	209	24.2	72.3	0.93
696	chr1	14576765	14577372	CpG: 46	607	46	363	15.2	59.8	0.86
698	chr1	14825375	14826027	CpG: 68	652	68	455	20.9	69.8	0.86
702	chr1	15356642	15357402	CpG: 87	760	87	561	22.9	73.8	0.84
706	chr1	15875815	15876332	CpG: 60	517	60	355	23.2	68.7	0.99
706	chr1	15962644	15963276	CpG: 52	632	52	447	16.5	70.7	0.67
708	chr1	16163180	16163595	CpG: 41	415	41	277	19.8	66.7	0.89
708	chr1	16174989	16176515	CpG: 179	1526	179	1074	23.5	70.4	0.95
711	chr1	16588823	16590317	CpG: 146	1494	146	847	19.5	56.7	1.28
712	chr1	16688782	16689625	CpG: 107	843	107	605	25.4	71.8	0.99
712	chr1	16726988	16727267	CpG: 25	279	25	176	17.9	63.1	0.94
712	chr1	16735370	16735850	CpG: 56	480	56	337	23.3	70.2	0.97
715	chr1	17161741	17162079	CpG: 26	338	26	190	15.4	56.2	0.97
715	chr1	17166988	17167964	CpG: 90	976	90	661	18.4	67.7	0.81
715	chr1	17168112	17168363	CpG: 21	251	21	146	16.7	58.2	0.99
716	chr1	17215691	17216019	CpG: 23	328	23	205	14	62.5	0.72
723	chr1	18128259	18129120	CpG: 91	861	91	570	21.1	66.2	0.97
732	chr1	19279979	19280291	CpG: 30	312	30	195	19.2	62.5	0.98
732	chr1	19284153	19284628	CpG: 36	475	36	314	15.2	66.1	0.75
732	chr1	19306836	19307074	CpG: 19	238	19	153	16	64.3	0.78
744	chr1	20890112	20890521	CpG: 45	409	45	289	22	70.7	0.95
744	chr1	20960658	20961035	CpG: 33	377	33	267	17.5	70.8	0.72
745	chr1	21005509	21005726	CpG: 15	217	15	133	13.8	61.3	0.78
745	chr1	21021764	21022114	CpG: 28	350	28	234	16	66.9	0.74
746	chr1	21149093	21149918	CpG: 72	825	72	518	17.5	62.8	0.9
753	chr1	22031227	22032348	CpG: 123	1121	123	782	21.9	69.8	0.9
757	chr1	22572258	22573266	CpG: 120	1008	120	708	23.8	70.2	0.97
759	chr1	22844763	22845445	CpG: 51	682	51	374	15	54.8	1.01
761	chr1	23140968	23141343	CpG: 27	375	27	229	14.4	61.1	0.77
762	chr1	23295099	23296135	CpG: 99	1036	99	566	19.1	54.6	1.3
763	chr1	23421762	23422481	CpG: 70	719	70	419	19.5	58.3	1.15
766	chr1	23800903	23802285	CpG: 131	1382	131	930	19	67.3	0.85
767	chr1	23960800	23961635	CpG: 76	835	76	464	18.2	55.6	1.18
768	chr1	24044452	24044795	CpG: 38	343	38	222	22.2	64.7	1.06
769	chr1	24138722	24139637	CpG: 119	915	119	669	26	73.1	0.97
772	chr1	24625602	24626258	CpG: 71	656	71	432	21.6	65.9	1.01
773	chr1	24717597	24718164	CpG: 54	567	54	358	19	63.1	0.97
782	chr1	25868926	25869761	CpG: 84	835	84	512	20.1	61.3	1.08
820	chr1	30912189	30913107	CpG: 134	918	134	654	29.2	71.2	1.15
821	chr1	30987907	30989297	CpG: 139	1390	139	816	20	58.7	1.17
830	chr1	32211621	32212127	CpG: 50	506	50	346	19.8	68.4	0.85
842	chr1	33708634	33709650	CpG: 73	1016	73	548	14.4	53.9	0.99
842	chr1	33758906	33759531	CpG: 91	625	91	455	29.1	72.8	1.12
842	chr1	33796532	33797030	CpG: 62	498	62	375	24.9	75.3	0.88
843	chr1	33853211	33853771	CpG: 56	560	56	350	20	62.5	1.03
843	chr1	33946069	33946323	CpG: 20	254	20	147	15.7	57.9	0.94
843	chr1	33946538	33947549	CpG: 121	1011	121	678	23.9	67.1	1.08
844	chr1	34045127	34045329	CpG: 18	202	18	116	17.8	57.4	1.1
844	chr1	34050611	34050942	CpG: 44	331	44	261	26.6	78.9	0.87
846	chr1	34217023	34217274	CpG: 25	251	25	161	19.9	64.1	1.04
848	chr1	34478322	34479219	CpG: 64	897	64	525	14.3	58.5	0.83
848	chr1	34498488	34499045	CpG: 43	557	43	352	15.4	63.2	0.77
